# angle I
-1.482134110975043768e+02 2.527714285714285779e+03
-1.476905752782433581e+02 2.687454545454545496e+03
-1.471465089502031276e+02 2.507083333333333485e+03
-1.465781052667614972e+02 2.663074074074073906e+03
-1.460427277487550271e+02 2.636190476190476147e+03
-1.455390750033583060e+02 2.509846153846153811e+03
-1.450021716827120883e+02 2.470653846153846189e+03
-1.444635510110846610e+02 2.718642857142857338e+03
-1.439110492333902300e+02 2.789310344827586050e+03
-1.433794372194057871e+02 2.429148148148148266e+03
-1.428399272861317684e+02 2.452906250000000000e+03
-1.422870664586840519e+02 2.665806451612903402e+03
-1.417555653511235789e+02 2.543645161290322449e+03
-1.412399102325916544e+02 2.601687500000000000e+03
-1.406869863353613823e+02 2.531205882352940989e+03
-1.401366551067546595e+02 2.526151515151515014e+03
-1.395942172386675111e+02 2.453787878787878981e+03
-1.390641376981709243e+02 2.506516129032258050e+03
-1.385337562871641239e+02 2.720818181818181984e+03
-1.379812264226468130e+02 2.570970588235294144e+03
-1.374337636184986593e+02 2.438406250000000000e+03
-1.369088631787937800e+02 2.456187500000000000e+03
-1.363577937293322009e+02 2.472852941176470722e+03
-1.358734483527930195e+02 2.604719999999999800e+03
-1.352815293028554322e+02 2.471391304347826008e+03
-1.347027253262204169e+02 2.528652173913043498e+03
-1.342226544850462915e+02 2.553558823529411711e+03
-1.336861198069246655e+02 2.540625000000000000e+03
-1.331393563058057907e+02 2.635764705882353155e+03
-1.325841639855366338e+02 2.676181818181818016e+03
-1.320523357702323324e+02 2.532225806451612698e+03
-1.315316854884727036e+02 2.686218750000000000e+03
-1.309858918204731424e+02 2.776441176470588289e+03
-1.304341066015777528e+02 2.669484848484848499e+03
-1.298910606300652262e+02 2.426090909090909008e+03
-1.293608678187846976e+02 2.861387096774193651e+03
-1.288293208768659497e+02 2.505787878787878981e+03
-1.282831291077198443e+02 2.963242424242424022e+03
-1.277432981459424752e+02 2.477181818181818016e+03
-1.272009713771192168e+02 2.815000000000000000e+03
-1.266679916865758599e+02 2.830500000000000000e+03
-1.261292033569644389e+02 2.609515151515151501e+03
-1.255859754040248788e+02 2.770848484848484986e+03
-1.250465299325963855e+02 2.793939393939393995e+03
-1.245128890077240840e+02 2.709968750000000000e+03
-1.239952946537771226e+02 2.911633333333333212e+03
-1.234543824697646954e+02 2.857400000000000091e+03
-1.228880697083151006e+02 3.240393939393939490e+03
-1.223496845784495406e+02 3.004531250000000000e+03
-1.218120145637300880e+02 2.821121212121212011e+03
-1.212615765370628083e+02 3.251823529411764866e+03
-1.207219812607708320e+02 3.433937500000000000e+03
-1.201895576270122490e+02 3.508531250000000000e+03
-1.196635076878865220e+02 3.477419354838709751e+03
-1.191220919507922673e+02 3.305205882352940989e+03
-1.185855047589163860e+02 3.357843750000000000e+03
-1.180349912126063572e+02 3.628911764705882433e+03
-1.175009527021852875e+02 3.455612903225806349e+03
-1.169294199622844559e+02 3.824512820512820326e+03
-1.163601038492955837e+02 3.545758620689655345e+03
-1.158558445569066180e+02 3.433093750000000000e+03
-1.153406368207926249e+02 3.574258064516129252e+03
-1.148096419078793815e+02 3.687818181818181984e+03
-1.142710257344010216e+02 3.341363636363636488e+03
-1.137229681785684079e+02 2.716727272727272521e+03
-1.131882640110221132e+02 3.362906250000000000e+03
-1.126502442649879185e+02 3.515393939393939490e+03
-1.121037011309434490e+02 3.355117647058823422e+03
-1.115531196715594149e+02 3.395406250000000000e+03
-1.110239284153922767e+02 3.530424242424242493e+03
-1.104872881601648800e+02 2.852750000000000000e+03
-1.099582699272014281e+02 3.207161290322580498e+03
-1.094262266285220733e+02 3.586352941176470722e+03
-1.088713195152874107e+02 3.482090909090909008e+03
-1.083242777844421880e+02 3.568515151515151501e+03
-1.077938971609393946e+02 3.530290322580645352e+03
-1.072627936668742308e+02 3.603848484848484986e+03
-1.067224333245731884e+02 3.162818181818181984e+03
-1.061990351074388741e+02 3.044366666666666788e+03
-1.056556610437731791e+02 3.021885714285714130e+03
-1.051003771941277591e+02 2.680909090909090992e+03
-1.045642327442669881e+02 2.485242424242424022e+03
-1.040380149092261917e+02 2.318612903225806349e+03
-1.035009870152358928e+02 2.446363636363636488e+03
-1.029611082401387989e+02 3.217515151515151501e+03
-1.024177817875032304e+02 3.835575757575757507e+03
-1.018739715069389860e+02 4.321030303030303003e+03
-1.013326320627203501e+02 3.414687500000000000e+03
-1.007954269613497331e+02 2.693878787878787989e+03
-1.002489902337433278e+02 2.804030303030303003e+03
-9.970915090026353766e+01 2.582250000000000000e+03
-9.917446539878211809e+01 2.907281250000000000e+03
-9.864051977478752065e+01 3.575363636363636488e+03
-9.809949093228142658e+01 3.319735294117646845e+03
-9.756652858647397863e+01 2.445406250000000000e+03
-9.701652581838622780e+01 2.142382352941176578e+03
-9.647221562719906274e+01 2.553419354838709751e+03
-9.594331032485969502e+01 3.881375000000000000e+03
-9.540542977446241935e+01 5.223281250000000000e+03
-9.486758259891819023e+01 4.003218750000000000e+03
-9.433361259829503354e+01 2.585696969696969518e+03
-9.379113305641061515e+01 2.481558823529411711e+03
-9.323819977736944509e+01 6.675117647058823422e+03
-9.268926076542250314e+01 2.967424242424242493e+03
-9.215413865580254082e+01 2.394781250000000000e+03
-9.162799908665799364e+01 3.670750000000000000e+03
-9.112153436506602588e+01 5.075633333333333212e+03
-8.899062372984631963e+01 3.861944444444444343e+03
-8.841195702646871268e+01 2.404371428571428623e+03
-8.784585898288223405e+01 2.393941176470588289e+03
-8.729462641702960468e+01 2.787606060606060510e+03
-8.676213700002153928e+01 2.336562500000000000e+03
-8.624307756772780920e+01 2.925875000000000000e+03
-8.570840973110591676e+01 5.651147058823529733e+03
-8.516940111245764911e+01 1.719656250000000000e+03
-8.462324295435307420e+01 2.515424242424242493e+03
-8.406925247786227828e+01 4.822363636363636033e+03
-8.353060273850235262e+01 3.089677419354838548e+03
-8.300480139992153283e+01 2.641375000000000000e+03
-8.247108914015176140e+01 2.251906250000000000e+03
-8.193330069581072905e+01 2.029294117647058783e+03
-8.139230625862208512e+01 2.129787878787878981e+03
-8.083727866326663047e+01 2.899428571428571558e+03
-8.029361714718974952e+01 3.958466666666666697e+03
-7.977236015249145851e+01 3.417696969696969518e+03
-7.924353528536603619e+01 3.264709677419354648e+03
-7.871510675342720731e+01 3.646333333333333485e+03
-7.817032245926245082e+01 3.044687500000000000e+03
-7.761769313257438796e+01 2.473057142857142935e+03
-7.705850295430012409e+01 2.382212121212121019e+03
-7.652729273652506947e+01 2.422781250000000000e+03
-7.600451177392440627e+01 2.769838709677419502e+03
-7.546486320694698691e+01 2.998794117647059011e+03
-7.491916789156371692e+01 3.283363636363636488e+03
-7.438342094897615198e+01 3.045090909090909008e+03
-7.383946147347297995e+01 3.153781250000000000e+03
-7.330041846945370310e+01 3.895848484848484986e+03
-7.276148202438294277e+01 3.377424242424242493e+03
-7.222027770072672581e+01 3.022687500000000000e+03
-7.167075317967774595e+01 3.199714285714285779e+03
-7.113014292974993680e+01 3.159724137931034420e+03
-7.062358271538455767e+01 2.986939393939393995e+03
-7.007411922365841406e+01 3.038352941176470722e+03
-6.953190033479748422e+01 2.928161290322580498e+03
-6.899821801108369357e+01 2.854969696969696997e+03
-6.846388954953731343e+01 3.149151515151515014e+03
-6.791349173760266922e+01 3.541272727272727479e+03
-6.738457216695368857e+01 3.595656250000000000e+03
-6.684571143843392349e+01 3.443151515151515014e+03
-6.630815225651249989e+01 3.380312500000000000e+03
-6.575699433960470230e+01 3.661363636363636488e+03
-6.521618695025578916e+01 3.585212121212121019e+03
-6.468172617061068763e+01 3.344968750000000000e+03
-6.411805714713462123e+01 3.348555555555555657e+03
-6.357215530995177488e+01 3.734903225806451701e+03
-6.305917311951930770e+01 3.701533333333333303e+03
-6.252822823361611881e+01 3.712199999999999818e+03
-6.196837923862940301e+01 3.806969696969696997e+03
-6.143644460350434855e+01 3.447903225806451701e+03
-6.090616240047334884e+01 3.010909090909090992e+03
-6.037030275396657686e+01 2.749290322580645352e+03
-5.983442576246784483e+01 2.751424242424242493e+03
-5.930396102902709288e+01 2.673064516129032199e+03
-5.876162553239002051e+01 2.236942857142857065e+03
-5.820379640337293381e+01 2.068909090909090992e+03
-5.766684588593493999e+01 2.194281250000000000e+03
-5.713030404199529499e+01 1.967969696969696997e+03
-5.658998580930018107e+01 1.579909090909090992e+03
-5.604842035884365004e+01 9.333939393939393767e+02
-5.551589016828027923e+01 1.274548387096774150e+03
-5.498867288762506433e+01 1.206515151515151501e+03
-5.443947748856199809e+01 1.156647058823529505e+03
-5.390147828011330944e+01 1.361718750000000000e+03
-5.336846756141581949e+01 1.113218750000000000e+03
-5.282054001899843598e+01 1.308848484848484759e+03
-5.228695713399410749e+01 1.092687500000000000e+03
-5.173891078802783028e+01 1.636657142857142844e+03
-5.119176662800092004e+01 1.314129032258064626e+03
-5.066591685339079731e+01 1.025303030303030255e+03
-5.012747080468896854e+01 1.259750000000000000e+03
-4.959244981024130539e+01 1.371393939393939490e+03
-4.903746543582875006e+01 1.423000000000000000e+03
-4.850241375706823277e+01 1.513548387096774150e+03
-4.797651925887390689e+01 1.581545454545454504e+03
-4.742939317892450646e+01 1.630484848484848499e+03
-4.689680672100058700e+01 1.920612903225806349e+03
-4.636634144016257153e+01 1.524454545454545496e+03
-4.578265002768691971e+01 1.921605263157894797e+03
-4.526281190312877811e+01 1.904461538461538566e+03
-4.473196039577941008e+01 2.231676470588235134e+03
-4.420120597182988575e+01 1.948323529411764639e+03
-4.364031157779380976e+01 2.159875000000000000e+03
-4.312821271100746401e+01 2.322833333333333485e+03
-4.259835151030392808e+01 2.328029411764705856e+03
-4.204281256125850064e+01 2.276484848484848499e+03
-4.150247399544160487e+01 2.148878787878787989e+03
-4.095394374630512146e+01 2.510484848484848499e+03
-4.041832314151129424e+01 2.412031250000000000e+03
-3.989205299627443679e+01 2.529750000000000000e+03
-3.935244300924561145e+01 2.479515151515151501e+03
-3.880695845107187836e+01 2.574757575757575978e+03
-3.827689143780807512e+01 2.595937500000000000e+03
-3.772964658052602971e+01 2.510794117647059011e+03
-3.719108854203459913e+01 2.647812500000000000e+03
-3.665070620545517954e+01 2.677333333333333485e+03
-3.610685970526792232e+01 2.255312500000000000e+03
-3.556913868149981539e+01 2.470878787878787989e+03
-3.503560498403072643e+01 2.548875000000000000e+03
-3.449991487188616190e+01 2.563406250000000000e+03
-3.395217375839816754e+01 2.538882352941176578e+03
-3.340916712940380506e+01 2.575967741935483900e+03
-3.288013210845973333e+01 2.372030303030303003e+03
-3.233136561572696621e+01 2.583242424242424022e+03
-3.180557205549301258e+01 2.404677419354838548e+03
-3.128140403390752411e+01 2.501483870967741950e+03
-3.073612911847647311e+01 2.489228571428571286e+03
-3.018031432180170270e+01 2.661969696969696997e+03
-2.963965059046345374e+01 2.478687500000000000e+03
-2.911190112257810370e+01 2.558000000000000000e+03
-2.855930831911135570e+01 2.493909090909090992e+03
-2.801848448819256987e+01 2.506393939393939490e+03
-2.747841634943630496e+01 2.453343750000000000e+03
-2.693037145266454857e+01 2.497342857142857156e+03
-2.638787611533412303e+01 2.465300000000000182e+03
-2.586592765054985676e+01 2.499636363636363512e+03
-2.532016529696070606e+01 2.441575757575757507e+03
-2.478109338382109783e+01 2.384939393939393995e+03
-2.425456846660322796e+01 2.326800000000000182e+03
-2.372923235681155063e+01 2.443088235294117567e+03
-2.317748252204900794e+01 2.251606060606060510e+03
-2.264139562359677882e+01 2.432531250000000000e+03
-2.210035833976357722e+01 2.359393939393939490e+03
-2.155591199653759205e+01 2.270781250000000000e+03
-2.102125981797161813e+01 2.319625000000000000e+03
-2.048743133898883428e+01 2.186424242424242493e+03
-1.994976449615882785e+01 2.161181818181818016e+03
-1.939291776259270961e+01 2.337666666666666515e+03
-1.885514105373417948e+01 2.345500000000000000e+03
-1.832311040334690588e+01 2.304090909090909008e+03
-1.778382504942577569e+01 2.257156250000000000e+03
-1.725397932513798338e+01 2.425781250000000000e+03
-1.671173618787042514e+01 2.340030303030303003e+03
-1.617785964081034322e+01 2.363875000000000000e+03
-1.564282901040926532e+01 2.247030303030303003e+03
-1.509103606215169791e+01 2.200333333333333485e+03
-1.453738570710744860e+01 2.088696969696969518e+03
-1.399774569896144349e+01 2.222939393939393995e+03
-1.347107188418106460e+01 2.124580645161290249e+03
-1.294307997603881866e+01 2.234031250000000000e+03
-1.240673724205054285e+01 2.192531250000000000e+03
-1.187178731087807826e+01 2.173242424242424022e+03
-1.133680665925983710e+01 2.255312500000000000e+03
-1.078942225987871240e+01 2.267852941176470722e+03
-1.023360887969900546e+01 2.242121212121212011e+03
-9.707486267305450056e+00 2.248322580645161452e+03
-9.167997536535144931e+00 2.320558823529411711e+03
-8.627761512177542613e+00 2.273032258064516100e+03
-8.094649581766077517e+00 2.214272727272727479e+03
-7.551009014496061766e+00 2.235937500000000000e+03
-7.008577473032150174e+00 2.227823529411764866e+03
-6.458096444078960552e+00 2.186147058823529278e+03
-5.906398711491547715e+00 2.177764705882353155e+03
-5.380751458261077147e+00 2.273166666666666515e+03
-4.872490650104486676e+00 2.154483870967741950e+03
-4.324585045629014246e+00 2.193588235294117567e+03
-3.769668660845860941e+00 2.133187500000000000e+03
-3.222807092730969547e+00 2.100363636363636488e+03
-2.662254005281510683e+00 2.209352941176470722e+03
-2.127875498611639493e+00 2.115482758620689765e+03
-1.645171224770519691e+00 2.112827586206896740e+03
-1.167866097389332447e+00 2.228482758620689765e+03
1.010590387153544878e+00 2.144352941176470722e+03
1.595981128942876248e+00 2.130833333333333485e+03
2.181613485360768045e+00 2.141029411764705856e+03
2.729320680502495211e+00 2.198580645161290249e+03
3.247698262485296361e+00 2.073225806451612698e+03
3.768611803855435483e+00 2.205032258064516100e+03
4.299094828904368448e+00 2.218125000000000000e+03
4.845773795014764573e+00 2.106636363636363512e+03
5.403710257479034773e+00 2.218176470588235134e+03
5.941640360857024739e+00 2.181093750000000000e+03
6.475383865746725753e+00 2.170882352941176578e+03
7.018507977888281957e+00 2.227818181818181984e+03
7.549229352132047488e+00 2.313354838709677551e+03
8.077094426972534436e+00 2.198062500000000000e+03
8.620313177211656352e+00 2.164090909090909008e+03
9.176245611385304812e+00 2.292147058823529278e+03
9.716283854437392620e+00 2.197967741935483900e+03
1.023502963714841130e+01 2.234093750000000000e+03
1.077149853336977792e+01 2.206878787878787989e+03
1.131866373512517043e+01 2.263909090909090992e+03
1.186417876908034152e+01 2.221545454545454504e+03
1.240789036072670370e+01 2.242575757575757507e+03
1.294243730148335381e+01 2.126281250000000000e+03
1.347917465174106866e+01 2.300666666666666515e+03
1.402709864254004835e+01 2.271235294117646845e+03
1.456607494117912438e+01 2.281500000000000000e+03
1.509626549318590349e+01 2.311312500000000000e+03
1.562470418135132277e+01 2.265258064516129252e+03
1.615408005333872765e+01 2.406823529411764866e+03
1.670050061809392261e+01 2.219281250000000000e+03
1.724306786161181293e+01 2.352696969696969518e+03
1.778035482114171018e+01 2.401750000000000000e+03
1.833674263108452251e+01 2.363142857142857338e+03
1.886897692754628153e+01 2.222133333333333212e+03
1.939617063904202254e+01 2.205352941176470722e+03
1.995417876852773276e+01 2.428970588235294144e+03
2.049399352770885940e+01 2.235062500000000000e+03
2.102473984302231003e+01 2.318437500000000000e+03
2.156815135640495384e+01 2.378090909090909008e+03
2.209928632432243845e+01 2.366968750000000000e+03
2.262720213087852983e+01 2.492968750000000000e+03
2.316509353327159815e+01 2.243272727272727479e+03
2.370835757549810197e+01 2.418030303030303003e+03
2.424248408945317124e+01 2.341062500000000000e+03
2.479223460678343827e+01 2.473212121212121019e+03
2.533904678462676685e+01 2.410969696969696997e+03
2.589539955990705167e+01 2.478742857142857247e+03
2.644043662911613168e+01 2.424838709677419502e+03
2.695556480843638525e+01 2.442838709677419502e+03
2.748747345793974617e+01 2.367500000000000000e+03
2.804463716948411189e+01 2.465484848484848499e+03
2.858033116096301285e+01 2.547218750000000000e+03
2.911156948366060249e+01 2.479387096774193651e+03
2.964477807210815641e+01 2.529696969696969518e+03
3.018626460536643208e+01 2.573500000000000000e+03
3.071067703625232070e+01 2.326218750000000000e+03
3.125253786315425586e+01 2.437176470588235134e+03
3.180676717604566761e+01 2.406060606060606005e+03
3.234187047047748109e+01 2.705281250000000000e+03
3.287889740621652379e+01 2.397781250000000000e+03
3.339786733385809470e+01 2.571387096774193651e+03
3.394247443822363408e+01 2.629088235294117567e+03
3.449656300817206755e+01 2.376424242424242493e+03
3.503141126677752482e+01 2.658437500000000000e+03
3.557376454769102736e+01 2.453515151515151501e+03
3.611825174065825905e+01 2.455218750000000000e+03
3.664099786563832595e+01 2.815375000000000000e+03
3.718340519547876966e+01 2.619382352941176578e+03
3.773314987822090671e+01 2.530212121212121019e+03
3.826727582641881042e+01 2.698580645161290249e+03
3.879803728438238153e+01 2.475875000000000000e+03
3.934054483184299755e+01 2.455242424242424022e+03
3.988305737897392333e+01 2.371303030303030482e+03
4.043078330638797269e+01 2.338909090909090992e+03
4.096277328638068127e+01 2.156500000000000000e+03
4.150978219899187138e+01 2.393911764705882433e+03
4.205147789104270828e+01 2.128548387096774150e+03
4.257033027130616887e+01 2.071031250000000000e+03
4.312461901114448892e+01 1.894205882352941217e+03
4.365672731148844576e+01 1.946483870967741950e+03
4.420487368812504769e+01 2.115194444444444343e+03
4.470437177536544482e+01 1.788652173913043498e+03
4.527460745508155071e+01 1.704155555555555566e+03
4.585786203055486965e+01 1.613839999999999918e+03
4.634131952514198360e+01 1.988852941176470495e+03
4.689368964826829966e+01 1.564156250000000000e+03
4.742040766490371340e+01 1.366718750000000000e+03
4.797522590265747056e+01 1.404914285714285825e+03
4.853329203261784386e+01 1.575906250000000000e+03
4.904239265099429446e+01 1.182500000000000000e+03
4.957468440111858143e+01 1.069029411764705856e+03
5.011809519985909844e+01 9.068125000000000000e+02
5.065908364064043923e+01 1.010705882352941217e+03
5.121685181690998689e+01 9.485757575757576205e+02
5.175744276170115654e+01 7.806250000000000000e+02
5.228494280379209158e+01 7.671250000000000000e+02
5.281848689025070342e+01 8.747575757575757507e+02
5.336132981390029784e+01 8.210909090909091219e+02
5.390298361373171332e+01 6.868437500000000000e+02
5.444085332877633476e+01 4.542187500000000000e+02
5.497493828651874281e+01 5.404545454545454959e+02
5.551281091458343298e+01 6.368787878787878753e+02
5.607163518603922370e+01 1.157342857142857156e+03
5.661658275143356178e+01 1.129000000000000000e+03
5.713154208031913583e+01 1.317333333333333258e+03
5.766116708509088795e+01 1.372656250000000000e+03
5.820110083793704092e+01 1.795454545454545496e+03
5.875078787489873378e+01 1.819852941176470495e+03
5.928784710737139818e+01 2.535322580645161452e+03
5.981870288665469815e+01 2.508823529411764866e+03
6.036663249365468431e+01 2.614906250000000000e+03
6.091060637949806988e+01 3.041294117647059011e+03
6.145259740065542786e+01 3.390437500000000000e+03
6.198614193846196230e+01 3.778187500000000000e+03
6.251247748468745158e+01 3.889225806451612698e+03
6.299449485775866009e+01 4.019518518518518704e+03
6.356955902820705973e+01 3.745926829268292749e+03
6.415446411447207709e+01 3.389655172413793025e+03
6.468094695655393878e+01 3.608205882352940989e+03
6.522510207232397761e+01 3.695218750000000000e+03
6.574343677606675840e+01 3.199838709677419502e+03
6.628271962896815239e+01 3.051411764705882433e+03
6.683472971747541180e+01 3.267060606060606005e+03
6.738489180266741130e+01 3.131117647058823422e+03
6.794153561573531874e+01 2.904272727272727479e+03
6.847541833167078096e+01 3.171129032258064399e+03
6.900108456017306935e+01 3.237312500000000000e+03
6.954334062461423116e+01 3.354939393939393995e+03
7.006551855297077225e+01 3.603516129032258050e+03
7.059421965147122080e+01 3.413545454545454504e+03
7.116364711582288294e+01 3.391428571428571558e+03
7.171284174977336079e+01 3.296093750000000000e+03
7.224498895647566599e+01 3.664343750000000000e+03
7.277170976580241302e+01 3.295093750000000000e+03
7.330311569113150938e+01 2.576250000000000000e+03
7.385180236056588399e+01 2.881088235294117567e+03
7.438779071672708199e+01 2.580687500000000000e+03
7.492143927654940683e+01 2.673781250000000000e+03
7.544143736775208708e+01 2.561733333333333121e+03
7.597622887066729902e+01 2.711735294117646845e+03
7.653143176239522916e+01 3.257411764705882433e+03
7.707196654967351890e+01 3.922062500000000000e+03
7.762216553009888287e+01 3.865636363636363512e+03
7.815956108379430134e+01 3.726156250000000000e+03
7.869435829053027476e+01 2.662121212121212011e+03
7.923224121892776850e+01 2.714781250000000000e+03
7.976318041133704639e+01 2.661375000000000000e+03
8.031211887960289175e+01 2.732885714285714130e+03
8.085315821161817951e+01 3.744062500000000000e+03
8.138966640615768711e+01 4.463393939393939036e+03
8.193828157087514796e+01 3.315484848484848499e+03
8.247157513763914949e+01 2.409967741935483900e+03
8.299825786486935897e+01 2.503843750000000000e+03
8.353720133582272922e+01 3.258787878787878981e+03
8.408232479099413581e+01 4.583470588235293690e+03
8.462801559808164598e+01 4.550090909090909008e+03
8.517342652115233648e+01 3.180764705882353155e+03
8.571854765981079538e+01 1.749757575757575751e+03
8.624095686397058103e+01 3.647935483870967801e+03
8.675918860000001587e+01 4.277387096774193196e+03
8.730081164225723001e+01 2.414787878787878981e+03
8.785040143659406908e+01 3.044156250000000000e+03
8.840825888279958633e+01 4.941205882352941444e+03
8.898724612519947641e+01 2.716857142857142662e+03
9.113311283218428116e+01 1.242310344827586277e+03
9.163666321758969957e+01 1.847193548387096826e+03
9.216109360115108018e+01 4.775903225806451701e+03
9.268567119664993470e+01 3.033516129032258050e+03
9.323555716703539531e+01 2.115235294117646845e+03
9.380395035213689425e+01 2.581794117647059011e+03
9.434015328714259851e+01 4.472000000000000000e+03
9.486806562780722629e+01 7.053545454545454959e+03
9.540526874346389263e+01 5.787909090909090992e+03
9.593404253440631635e+01 5.426156250000000000e+03
9.646323212513263456e+01 2.556060606060606005e+03
9.701600310162119456e+01 2.365151515151515014e+03
9.756636948224360140e+01 1.901454545454545496e+03
9.810729507132892024e+01 2.055781250000000000e+03
9.863889227551173633e+01 2.542468750000000000e+03
9.918640419588160739e+01 2.893441176470588289e+03
9.972089972520282686e+01 3.238548387096774150e+03
1.002506260964536864e+02 2.782090909090909008e+03
1.007981278173995179e+02 3.126242424242424022e+03
1.013342631589036955e+02 3.670593750000000000e+03
1.018687657761942091e+02 2.992000000000000000e+03
1.024090439600176694e+02 2.700875000000000000e+03
1.029552593453164064e+02 2.608727272727272521e+03
1.034988798972931079e+02 2.117303030303030482e+03
1.040380419860950667e+02 3.147303030303030482e+03
1.045734490046445586e+02 3.098000000000000000e+03
1.051035284792626783e+02 3.021156250000000000e+03
1.056467258619234002e+02 3.105323529411764866e+03
1.061950175788952606e+02 3.336606060606060510e+03
1.067378679447351288e+02 3.839593750000000000e+03
1.072684371226990834e+02 2.969468750000000000e+03
1.078018212018796760e+02 3.185333333333333485e+03
1.083328266401372701e+02 3.391451612903225850e+03
1.088711778398507732e+02 3.390558823529411711e+03
1.094247053876555213e+02 3.098312500000000000e+03
1.099495434086755381e+02 3.167718750000000000e+03
1.104809794087901480e+02 2.929393939393939490e+03
1.110347853015837671e+02 2.989272727272727479e+03
1.115818080540612272e+02 3.384060606060606005e+03
1.121091433861436428e+02 3.570500000000000000e+03
1.126493260940196990e+02 3.620818181818181984e+03
1.131904415294257262e+02 3.832060606060606005e+03
1.137351909576912874e+02 3.474757575757575978e+03
1.142673303831150520e+02 3.917677419354838548e+03
1.148085531330654163e+02 3.357454545454545496e+03
1.153461277020506799e+02 3.785696969696969518e+03
1.159067912665378799e+02 3.617742857142857247e+03
1.164442181201868891e+02 3.592533333333333303e+03
1.169594491842020290e+02 3.576281250000000000e+03
1.174902757967145277e+02 3.356424242424242493e+03
1.180371767673262013e+02 3.361515151515151501e+03
1.185794554674050829e+02 3.275656250000000000e+03
1.191191941451180440e+02 3.378812500000000000e+03
1.196499152837575224e+02 3.233625000000000000e+03
1.201937012067932642e+02 3.235764705882353155e+03
1.207201378980711155e+02 3.112966666666666697e+03
1.212570578946710356e+02 2.997142857142857338e+03
1.218238052191102128e+02 3.159029411764705856e+03
1.223660397110459428e+02 2.978290322580645352e+03
1.229008004413019535e+02 3.006939393939393995e+03
1.234358175739716330e+02 2.845718750000000000e+03
1.239794691461004277e+02 2.711696969696969518e+03
1.245151483200812947e+02 2.847187500000000000e+03
1.250491812308176378e+02 2.704250000000000000e+03
1.255900616564595964e+02 2.884212121212121019e+03
1.261376952754214926e+02 2.840212121212121019e+03
1.266761045976501805e+02 2.703151515151515014e+03
1.272112288046816957e+02 2.742531250000000000e+03
1.277382765135701135e+02 2.825312500000000000e+03
1.282808232396762094e+02 3.211406250000000000e+03
1.288006243479794364e+02 2.579875000000000000e+03
1.293538251545877813e+02 2.620228571428571286e+03
1.299075965640115555e+02 2.710062500000000000e+03
1.304346046015143656e+02 2.660125000000000000e+03
1.309757852986281250e+02 2.661363636363636488e+03
1.315116937327902917e+02 2.748593750000000000e+03
1.320486359675588801e+02 2.677575757575757507e+03
