# q qerr q^{ 0.25 }*I(q) q^{ 0.25 }*I(q)err
6.639750804316659101e-04 2.844972107948976880e-04 1.123662752724358782e+00 1.178982612255159523e+01
1.168872837651871530e-03 1.878649511088574867e-04 2.905604248062297223e+00 1.035196915113846572e+01
1.665597014471759943e-03 1.575028940947838436e-04 3.518499741777364243e+00 1.370320319406297394e+01
2.239469761647634293e-03 1.576194078448431941e-04 4.248400614843015788e+00 2.495026194119525087e+01
2.856272749112495537e-03 1.820107955790648403e-04 2.591140469703912874e+00 1.600802750011519748e+01
3.400939685343390070e-03 1.759323991061125339e-04 4.149242823325547391e+00 1.686504527317124058e+01
3.953238548429897393e-03 1.651631903427555994e-04 2.838472442749719882e+00 1.620834353041667342e+01
4.526769733797958960e-03 1.609775201557141016e-04 9.530785254867902623e+00 4.751118073193995173e+01
5.090699199757745680e-03 1.654665109213775435e-04 6.848470025724948229e+00 3.316161789229482793e+01
5.664585629822752738e-03 1.843416592042580499e-04 4.288082134225621012e+00 2.254721993182450746e+01
6.251614614880663702e-03 1.493519506114937784e-04 2.413537372779555934e+00 1.349313954625885970e+01
6.791955614444076909e-03 1.650551763573439279e-04 2.567746114437292171e+00 1.112952178415734394e+01
7.444702320277228440e-03 1.526751759055972285e-04 4.198320538359828547e+00 1.531441253884310960e+01
7.979071485671063169e-03 1.629198675518975660e-04 3.502023229504652946e+00 1.536090709947542443e+01
8.530107536793452017e-03 1.628751684000797576e-04 2.927416694251173457e+00 1.648624683972901295e+01
9.088569502724120480e-03 1.672736620296593466e-04 2.420473746283211103e+00 1.516715957560401939e+01
9.662244326373088665e-03 1.761978593344381964e-04 3.565739996014679392e+00 1.472131401100925707e+01
1.023159275754005094e-02 1.680316098801233366e-04 5.518981090477764972e+00 1.940507906259610493e+01
1.079835485677344345e-02 1.649666910679485046e-04 4.549343939613126331e+00 2.005141674865515000e+01
1.136817981021163819e-02 1.669083619453816880e-04 3.751204673737508433e+00 1.709479041727130522e+01
1.192555528610672946e-02 1.684241066128720397e-04 4.434423644783838547e+00 1.662562026172030372e+01
1.249775279724666191e-02 1.683120517184396952e-04 5.176312653081963866e+00 2.024989062726253053e+01
1.308649739216325922e-02 1.598423231133586791e-04 7.231019743677185474e+00 3.499472243773131908e+01
1.362981855313041835e-02 1.606830333014807471e-04 3.996971410048077988e+00 1.775672921153178763e+01
1.421009593717419139e-02 1.696912219889788471e-04 4.386241385128799131e+00 2.031841490306911169e+01
1.477591883959409463e-02 1.645740653408737843e-04 5.532137194944944270e+00 1.851644135850866491e+01
1.538818154072593182e-02 1.695530728019690103e-04 8.519202049250830910e+00 3.438981743455525475e+01
1.592318484657993805e-02 1.648917789130720528e-04 9.500614106720258079e+00 5.371321063332362655e+01
1.649613872796342612e-02 1.635027215964544856e-04 5.666301992771169971e+00 2.445216655001208750e+01
1.705198140630023729e-02 1.697333289051861907e-04 4.807122804318978204e+00 2.416634097301252027e+01
1.763588926261921638e-02 1.597447616976232631e-04 5.339061595750965949e+00 1.802978035662335543e+01
1.819604407808277785e-02 1.682378249255127279e-04 6.007822734576406809e+00 2.325636863316056235e+01
1.874415513365144600e-02 1.528243568906047147e-04 5.383191595054323209e+00 1.912731702048732885e+01
1.933607560264751987e-02 1.659001027165210465e-04 6.022330846913870772e+00 2.677038942563219948e+01
1.990875554450019513e-02 1.698886644590737649e-04 4.475674700899668679e+00 1.947837478773992359e+01
2.048177365558883148e-02 1.543412115930691616e-04 5.405870009113443508e+00 2.720488349701430764e+01
2.103498936477945017e-02 1.634036275404617141e-04 1.010389348437495194e+01 5.096464786933940871e+01
2.162275753703819109e-02 1.646138434238661528e-04 7.651582912501689648e+00 4.100651734810671201e+01
2.218719471112378175e-02 1.627396955010960750e-04 6.743233830897328751e+00 4.168698828171686444e+01
2.276026921547354837e-02 1.544228725103711424e-04 8.763784248415198874e+00 5.100377645732412901e+01
2.331482301571697474e-02 1.557702418507949868e-04 8.755094482844222981e+00 4.185863835655101184e+01
2.391057041704059208e-02 1.591734290827710252e-04 1.104978439601484475e+01 4.382159855596323439e+01
2.445501711591196309e-02 1.619846625718748064e-04 1.273411520763381688e+01 6.617078919695717332e+01
2.505044112286054087e-02 1.678630409824733848e-04 1.213249580548258955e+01 6.807905313969753536e+01
2.560489064787132077e-02 1.648307369847090513e-04 6.243776429486720403e+00 3.069655128625307228e+01
2.614834001830636245e-02 1.636311969198434068e-04 1.061482236178377647e+01 4.824553236620008079e+01
2.674382240750395809e-02 1.559755731710177925e-04 1.147999185191258853e+01 4.812973829786604796e+01
2.730910204627282761e-02 1.653893149686708804e-04 9.864575384405549485e+00 4.207482348981618259e+01
2.789604470063417746e-02 1.604588713416152217e-04 1.186669743215713524e+01 5.797273799357352431e+01
2.843239199017355556e-02 1.595031886510948481e-04 9.858291541246423151e+00 4.791706850951393903e+01
2.900176500460822579e-02 1.652596648669623323e-04 1.761240380022044505e+01 8.645810543812980598e+01
2.957950754044639738e-02 1.704703482568946621e-04 1.213581438711736205e+01 5.585480994706184532e+01
3.015265548146600291e-02 1.687011644757813796e-04 9.834298683153555487e+00 4.036191273961134129e+01
