# angle I
1.359762392892299090e+02 2.170599999999999909e+03
1.364890245372668858e+02 2.163515151515151501e+03
1.370431516571728991e+02 2.184794117647059011e+03
1.375694919697617422e+02 2.190031250000000000e+03
1.381058661073868450e+02 2.293114285714285870e+03
1.386714692861943945e+02 2.224722222222222172e+03
1.392161859072535037e+02 2.098281250000000000e+03
1.397482285862160154e+02 2.224323529411764866e+03
1.402961939716432482e+02 2.337454545454545496e+03
1.408414776339428442e+02 2.097117647058823422e+03
1.413930247716801887e+02 2.142264705882353155e+03
1.419397738048277802e+02 2.196212121212121019e+03
1.424804954329704572e+02 2.183625000000000000e+03
1.430138160383720276e+02 2.212000000000000000e+03
1.435643243667625484e+02 1.935225806451612925e+03
1.441105209627882289e+02 2.059517241379310235e+03
1.446474834297260657e+02 2.431928571428571558e+03
1.451901020510564990e+02 2.184888888888888687e+03
1.457189970555136540e+02 2.095923076923077133e+03
1.462854950761565647e+02 2.333482758620689765e+03
1.468524584276363782e+02 2.181583333333333485e+03
1.473849538435274837e+02 2.335791666666666515e+03
1.479205073590826771e+02 2.159391304347826008e+03
1.484407340377906905e+02 2.187863636363636488e+03
1.490002337841328597e+02 2.075083333333333485e+03
1.495522894833262910e+02 2.141599999999999909e+03
1.500860479687289342e+02 2.166142857142857338e+03
1.506275812147819124e+02 2.235050000000000182e+03
1.511673688754005980e+02 2.100789473684210407e+03
1.517161892145230127e+02 2.204400000000000091e+03
1.522450389914063464e+02 2.123352941176470722e+03
1.527422296080461592e+02 2.233437500000000000e+03
1.532717870446467145e+02 2.135333333333333485e+03
1.538521621720870485e+02 2.034052631578947285e+03
1.544230533952573126e+02 2.026875000000000000e+03
1.549571264240387052e+02 2.010187500000000000e+03
1.555025124872884419e+02 2.125066666666666606e+03
1.560607719273914711e+02 2.017000000000000000e+03
1.566054118144106155e+02 2.136714285714285779e+03
1.571515758800663605e+02 2.147357142857142662e+03
1.577192187560968364e+02 2.247266666666666879e+03
1.582775074753505180e+02 2.090076923076922867e+03
1.587843437220745102e+02 2.133750000000000000e+03
1.593225124497947718e+02 2.092307692307692378e+03
1.598638393212351332e+02 2.007833333333333258e+03
1.604154895428917484e+02 1.988416666666666742e+03
1.609839559255728147e+02 1.989916666666666742e+03
1.615563423545071942e+02 1.985333333333333258e+03
1.620872474253036444e+02 2.103699999999999818e+03
1.626065558906696253e+02 1.955299999999999955e+03
1.631343738312854725e+02 1.953700000000000045e+03
1.636632960107544079e+02 1.971200000000000045e+03
1.642219105175337290e+02 2.110272727272727479e+03
1.647555514220191242e+02 2.011333333333333258e+03
1.653172724763711017e+02 2.063099999999999909e+03
1.658839690604116868e+02 2.195555555555555657e+03
1.664127763140263596e+02 2.349666666666666515e+03
1.669548148589898062e+02 2.177222222222222172e+03
1.674645687538378525e+02 2.124250000000000000e+03
1.680306720749243254e+02 2.058333333333333485e+03
1.686051059199897395e+02 1.862375000000000000e+03
1.691370441932392623e+02 2.249125000000000000e+03
1.696783229130825248e+02 1.996625000000000000e+03
1.701820621558004518e+02 2.136428571428571558e+03
1.706876496655354742e+02 1.999125000000000000e+03
1.712549751102621087e+02 1.849142857142857110e+03
1.718314358365800558e+02 1.985875000000000000e+03
1.724053273338504368e+02 2.096571428571428442e+03
1.729426699751740557e+02 2.062285714285714221e+03
1.734785991907998834e+02 1.758000000000000000e+03
1.739645959416932328e+02 2.120833333333333485e+03
1.745151263898054026e+02 1.986625000000000000e+03
1.751338128728540369e+02 1.971125000000000000e+03
1.757536410278354424e+02 1.992750000000000000e+03
1.763356749997685995e+02 2.077000000000000000e+03
1.767651689119512639e+02 2.182400000000000091e+03
1.770614153698148812e+02 1.839750000000000000e+03
1.776317758725245710e+02 2.183428571428571558e+03
1.782512761076873460e+02 2.170000000000000000e+03
1.788711861724719085e+02 2.155857142857142662e+03
