# angle I
-1.111732363673873749e+02 3.343604651162790731e+01
-1.096147428364051564e+02 2.551744186046511587e+01
-1.080517152429167282e+02 2.406285714285714405e+01
-1.064841215062409674e+02 2.597058823529411598e+01
-1.049192613329121428e+02 2.516091954022988375e+01
-1.033411841093762291e+02 3.006395348837209269e+01
-1.017808965811764352e+02 4.088888888888888573e+01
-1.002174410035033389e+02 5.875428571428571445e+01
-9.863927553141245141e+01 5.767836257309941317e+01
-9.708677010420484521e+01 4.406395348837209269e+01
-9.552074914720611787e+01 1.565317919075144459e+01
-9.394910430564732451e+01 5.696511627906976827e+01
-9.238416616208668586e+01 1.366531791907514446e+02
-8.767680013097314884e+01 1.231213872832369987e+02
-8.611870106632305522e+01 6.938011695906432408e+01
-8.455557424214470075e+01 6.677906976744185386e+01
-8.298975070543353638e+01 5.600000000000000000e+01
-8.142896516429757980e+01 4.865116279069767558e+01
-7.985690857731279380e+01 5.615606936416185135e+01
-7.830143255718527939e+01 3.330994152046783796e+01
-7.678357404266164110e+01 4.826993865030674868e+01
-7.520728225420202762e+01 5.792349726775956498e+01
-7.359332577610145165e+01 4.868208092485549088e+01
-7.203240427951531899e+01 2.845930232558139394e+01
-7.046853156305547827e+01 2.058720930232558288e+01
-6.890260986080656380e+01 1.702890173410404628e+01
-6.733865861427251787e+01 1.645029239766081730e+01
-6.576946418325819366e+01 1.872413793103448398e+01
-6.408775312086645215e+01 1.815816326530612201e+01
-6.254188245753555009e+01 1.754666666666666686e+01
-6.106349346000901335e+01 1.712068965517241281e+01
-5.949475835870875784e+01 1.179411764705882426e+01
-5.793950317756492296e+01 1.016184971098265954e+01
-5.636850247571180716e+01 9.450867052023120607e+00
-5.480770543547114215e+01 9.725146198830408650e+00
-5.324941129847970700e+01 8.017241379310345195e+00
-5.166683157305858032e+01 6.416184971098266132e+00
-5.009818689048628926e+01 5.653179190751445482e+00
-4.853480054229844143e+01 5.245614035087719174e+00
-4.697245555656491689e+01 4.366279069767442067e+00
-4.540660407176125801e+01 3.360465116279069964e+00
-4.384023335355661999e+01 4.369942196531791723e+00
-4.227153053357830714e+01 3.729885057471264531e+00
-4.070568904238147212e+01 4.041176470588235148e+00
-3.914631194817440019e+01 3.586206896551724199e+00
-3.756172917809890066e+01 3.718390804597701216e+00
-3.601176920203130294e+01 3.964497041420118162e+00
-3.444976089637176386e+01 3.422857142857143042e+00
-3.287151919386576537e+01 4.417647058823529704e+00
-3.131582872998924572e+01 3.687861271676300401e+00
-2.975135744626798129e+01 3.686046511627906863e+00
-2.818874088653264565e+01 4.569767441860465240e+00
-2.661726951039879197e+01 4.374269005847953196e+00
-2.506143447012973979e+01 3.578034682080924789e+00
-2.348943104534132686e+01 5.300578034682080997e+00
-2.192245974022565846e+01 4.912790697674418894e+00
-2.035868004146534105e+01 3.889534883720930036e+00
-1.878229583219304288e+01 5.280000000000000249e+00
-1.721650350286710918e+01 4.511627906976744207e+00
-1.566470752689252066e+01 3.064327485380117011e+00
-1.410246484867566075e+01 4.942196531791907432e+00
-1.252781589523499228e+01 4.219653179190751224e+00
-1.096714037695125299e+01 6.520467836257309635e+00
-9.394238590407558931e+00 4.508571428571428896e+00
-7.825621381992086789e+00 6.535294117647058698e+00
-6.266296512980847666e+00 5.173410404624277703e+00
-4.699191609919365575e+00 6.728323699421965287e+00
-3.138595952419608537e+00 4.157894736842105310e+00
1.573643716904862710e+00 4.523529411764705799e+00
3.127025529015387217e+00 5.742690058479531956e+00
4.693516826281397769e+00 4.597701149425287070e+00
6.255307061610288599e+00 5.543859649122807376e+00
7.819664865616115179e+00 4.046511627906976827e+00
9.391092807573333090e+00 4.798850574712643535e+00
1.095996814544899145e+01 4.719298245614035103e+00
1.251917307955133829e+01 5.732558139534884134e+00
1.408199919302765046e+01 2.883720930232557933e+00
1.565503731978486712e+01 7.000000000000000000e+00
1.721816114158455946e+01 3.485380116959064356e+00
1.877753332551303700e+01 5.741379310344827402e+00
2.035400690620894082e+01 4.802325581395348486e+00
2.192251879421095140e+01 6.080459770114942764e+00
2.349119932649340825e+01 4.637426900584795675e+00
2.505345936517725391e+01 6.418604651162790553e+00
2.662660502385265104e+01 4.731428571428571317e+00
2.819035907760806481e+01 6.341040462427745439e+00
2.975427303746246821e+01 5.584795321637426646e+00
3.131311844502020492e+01 6.843023255813953654e+00
3.285947692840542089e+01 4.668639053254437954e+00
3.443795788719169337e+01 4.000000000000000000e+00
3.602362106998513269e+01 6.390804597701149170e+00
3.759290895287210077e+01 4.776470588235294024e+00
3.914322967115228380e+01 6.098837209302325313e+00
4.071840378425476814e+01 3.643678160919540332e+00
4.228501659136503577e+01 6.639534883720930480e+00
4.384462598372319775e+01 5.854651162790697860e+00
4.543079845000357153e+01 1.938372093023255971e+01
4.697484485986071689e+01 4.850574712643678232e+00
4.854599474640857437e+01 7.624277456647399198e+00
5.010997208061649388e+01 2.204069767441860606e+01
5.167638767115283827e+01 8.494186046511627453e+00
5.324402382705055459e+01 9.346820809248555406e+00
5.480463426930806747e+01 2.333139534883720856e+01
5.636741291032122803e+01 1.059537572254335203e+01
5.793998523077074481e+01 1.746242774566474054e+01
5.951355823233858899e+01 1.348850574712643713e+01
6.107882279533178149e+01 3.139766081871345094e+01
6.266566943120816546e+01 2.888888888888888928e+01
6.425824581570549299e+01 3.327878787878788103e+01
6.577764680702206590e+01 3.233529411764705941e+01
6.733044531753996864e+01 1.931976744186046346e+01
6.889161364819675271e+01 1.577325581395348841e+01
7.046502341632550781e+01 1.841379310344827758e+01
7.203393662025810329e+01 2.305780346820809257e+01
7.359888216627381041e+01 2.550000000000000000e+01
7.516545572645154039e+01 2.750867052023121317e+01
7.673256318618057037e+01 4.133918128654971014e+01
7.828958879264621373e+01 4.996511627906976827e+01
7.984926685833966076e+01 7.180701754385964364e+01
8.141620942432375330e+01 6.200574712643678055e+01
8.298656399665335925e+01 2.857558139534883779e+01
8.455603738935907643e+01 1.595953757225433556e+01
8.612186986946669265e+01 1.144597701149425291e+02
8.768477754575462768e+01 1.841453488372092977e+02
9.239505615578256936e+01 1.293390804597701162e+02
9.395365205951870280e+01 8.735087719298245190e+01
9.550212628706808005e+01 4.803488372093023173e+01
9.707225318510732848e+01 5.397109826589595372e+01
9.866726656461271716e+01 4.137430167597765518e+01
1.002358139749207169e+02 4.942424242424242209e+01
1.017848347472133241e+02 2.277840909090908994e+01
1.033431396131804689e+02 3.543195266272189059e+01
1.049024056172536632e+02 2.925862068965517082e+01
1.064759258551993355e+02 3.376300578034682331e+01
1.080369718131531869e+02 3.842105263157894512e+01
1.096037379139408614e+02 4.394252873563218742e+01
1.111789539393453765e+02 1.859537572254335203e+01
1.127488398072063802e+02 1.408720930232558111e+01
1.143098188296922899e+02 1.287719298245614041e+01
1.159453301688081979e+02 1.626455026455026598e+01
1.174990705627613892e+02 1.376100628930817571e+01
1.190040859690682424e+02 1.337058823529411811e+01
1.205665963693095648e+02 1.182080924855491411e+01
1.221415179846417089e+02 1.372413793103448221e+01
1.237038982643113201e+02 1.105882352941176450e+01
1.252698253062684159e+02 1.116666666666666607e+01
1.268465460569260443e+02 8.526011560693641300e+00
1.284046135494291718e+02 9.604651162790696972e+00
1.299715690610465515e+02 7.459302325581395721e+00
1.315314709747983386e+02 7.063583815028901647e+00
1.330984702407552902e+02 5.919075144508670228e+00
1.346517320120426575e+02 5.070175438596491446e+00
1.362333377748167322e+02 5.491228070175438347e+00
1.377895502360517810e+02 4.063583815028901647e+00
1.393598916766430875e+02 4.321839080459770166e+00
1.409281199226259673e+02 4.292397660818713767e+00
1.425008507246328406e+02 3.805714285714285605e+00
1.440698126951731410e+02 4.385964912280702066e+00
1.456262497822183946e+02 3.662790697674418450e+00
1.471998005719901244e+02 4.445714285714285730e+00
1.487677731397394609e+02 3.547058823529411598e+00
1.503220226230861840e+02 4.610778443113772163e+00
1.518941136544071639e+02 4.358024691358024505e+00
1.534514255084386889e+02 4.834394904458598319e+00
1.550185774789216282e+02 4.887417218543046005e+00
1.565728663990726091e+02 4.865771812080536662e+00
1.581523880950593366e+02 5.020134228187919767e+00
1.597278858952981864e+02 4.531914893617021711e+00
1.612853803606012946e+02 4.574468085106382809e+00
1.628570310806057364e+02 5.210144927536231485e+00
1.644180950908139494e+02 4.791044776119402826e+00
1.659863228976747678e+02 5.585185185185185475e+00
1.675524932133225775e+02 5.198473282442748200e+00
1.691206694227804803e+02 5.732824427480916363e+00
1.706950423825164762e+02 4.692307692307692513e+00
1.722595483780504537e+02 5.409448818897637956e+00
1.738140964205221337e+02 4.817460317460317221e+00
1.753683180593446309e+02 5.484126984126984183e+00
1.769509228841810398e+02 6.209302325581395721e+00
1.785106709265659788e+02 5.033057851239669311e+00
