# q qerr q^{ 0.25 }*I(q) q^{ 0.25 }*I(q)err
5.674929039305736831e-04 2.844972107948976880e-04 1.901740137107700512e+00 2.776090125489382032e+01
1.148899370130779425e-03 1.593506736090453848e-04 8.223449721659463307e+00 3.585600058257722367e+01
1.690528571858088179e-03 1.607778195237353277e-04 4.297616575221481661e+00 2.865105087164139164e+01
2.241866674943214510e-03 1.624380793292098057e-04 3.635679372981234003e+00 2.976289403117766597e+01
2.823089956553034678e-03 1.787958159578247833e-04 3.260254972676272178e+00 2.882668835354673575e+01
3.397691792008107527e-03 1.654200107260591994e-04 2.778106738127339881e+00 2.808508672624575198e+01
3.955905906185787878e-03 1.581242633162599563e-04 2.343699130756712989e+00 2.437685977555367245e+01
4.519315497203105388e-03 1.683468328344326747e-04 1.300591681357933815e+01 2.876073291460888868e+02
5.094624480167554877e-03 1.662435421534576264e-04 1.695060583440393742e+01 3.606553938841828426e+02
5.671667658710049208e-03 1.752760759842015225e-04 2.808594361817905138e+01 3.501335466479629872e+02
6.229435306002196852e-03 1.566941657328803285e-04 1.748622862236136655e+01 2.140819542707157552e+02
6.818425326918784932e-03 1.698659042947616045e-04 2.729782615452659655e+01 3.526794344002144044e+02
7.392546870843330446e-03 1.666475300425771769e-04 2.254313710765206480e+01 2.820985272560373005e+02
7.958735922135976720e-03 1.616219573196543788e-04 1.960013797589492057e+01 2.359288949201668686e+02
8.523351536763364850e-03 1.651414567132583546e-04 1.596569224222811023e+01 1.917292454584057282e+02
9.082177839432660840e-03 1.612368320144011544e-04 1.986467114399984624e+01 2.296677353641490811e+02
9.653289543242585258e-03 1.734477465576669993e-04 3.446984234435825556e+01 2.780015447191132125e+02
1.022632910579091697e-02 1.656498643276444491e-04 2.214531052879985751e+01 2.228807303443878709e+02
1.079378886745451134e-02 1.666241285096857038e-04 2.254605145565161806e+01 2.145910030799374510e+02
1.136322232886073993e-02 1.657395509400995924e-04 2.129584285509488950e+01 2.083768376706669869e+02
1.192487803400927096e-02 1.598068237739880368e-04 3.358951857338592362e+01 3.102797904343755135e+02
1.250107846052310803e-02 1.758130933935119508e-04 2.490646951439260803e+01 2.627101897678701903e+02
1.308013446480046395e-02 1.632003798560462853e-04 2.596286853298806818e+01 2.582552441334909759e+02
1.364529727767590378e-02 1.636500483111470142e-04 2.147240129628173122e+01 2.018627508532044317e+02
1.420711257824900688e-02 1.632274629034310010e-04 1.870777995264424121e+01 1.906442126681724005e+02
1.477622771744476447e-02 1.660652488222497678e-04 1.684981959229291704e+01 1.965908074447358729e+02
1.535205590902211266e-02 1.691173193363761497e-04 1.785562638839452987e+01 2.265838257002805278e+02
1.592141408496132449e-02 1.606268769112478021e-04 2.143912989576040928e+01 2.485128765800602082e+02
1.648727759634203288e-02 1.683231996598719767e-04 1.732620968149033658e+01 2.671221083714457905e+02
1.705712208282728418e-02 1.663414770258688099e-04 1.890031760640922087e+01 3.191462635646216768e+02
1.763195912570766563e-02 1.635018512689289153e-04 1.182126965629770510e+01 1.589987901660229568e+02
1.819607168035014197e-02 1.684424408021118911e-04 1.413636074702769108e+01 1.917308731055665874e+02
1.875870703073690554e-02 1.582377186662897641e-04 1.276252539666431218e+01 2.305554772377359996e+02
1.932677667244641836e-02 1.651583032282129043e-04 1.579873483112850074e+01 2.830025073991492377e+02
1.990329311346715827e-02 1.671760846201205894e-04 1.305820044092502918e+01 2.119376021432159689e+02
2.048092620250665727e-02 1.603971381583346560e-04 8.850411054177621750e+00 6.855882905921139070e+01
2.104464476282554355e-02 1.602337383903214025e-04 7.873585804936600319e+00 6.374479644703616543e+01
2.161114527896519297e-02 1.607033082626155708e-04 7.468826530322019153e+00 6.835551802460412318e+01
2.218133410754839774e-02 1.655552938162110899e-04 9.069612164044007940e+00 6.991430036999153685e+01
2.275185259835647150e-02 1.618820481130585603e-04 8.517281270613370481e+00 7.327187284633295405e+01
2.332495775814624403e-02 1.642487956110087733e-04 7.816011903760879953e+00 7.618227320052874063e+01
2.389088285140539628e-02 1.577065762391947857e-04 7.193942695028726853e+00 6.225089810786791844e+01
2.445923729321806961e-02 1.652478754713913303e-04 8.222978984474778485e+00 6.611189787535457185e+01
2.503496178947177062e-02 1.651494830160459568e-04 8.123739117923937769e+00 6.929862260398249418e+01
2.559778794607868793e-02 1.552884428917792757e-04 8.066162378294372104e+00 7.621476576449741458e+01
2.616085406419820653e-02 1.634993579041898472e-04 7.382882620195914569e+00 5.301823154570260499e+01
2.673466598694612326e-02 1.659473723571959416e-04 6.849087286726189383e+00 3.508014919106054208e+01
2.731115693516828272e-02 1.632758392516604881e-04 9.754667761059220510e+00 8.609093600773901755e+01
2.788118685142516526e-02 1.621574962242474424e-04 1.039095280992376580e+01 1.147311016964895174e+02
2.844334218658856744e-02 1.575568508801520565e-04 1.071424303048462434e+01 1.006402886057248622e+02
2.901128934261586884e-02 1.666863616080674739e-04 9.531457453767785637e+00 8.892990939346282175e+01
2.958334755515614270e-02 1.636364590833695352e-04 9.950239739585692078e+00 8.492810943524382594e+01
3.016005481025983703e-02 1.663033300384563862e-04 1.110716886561998429e+01 1.068029391432927326e+02
3.073541670121657243e-02 1.610394776267720098e-04 1.022463241293890590e+01 1.024443763500305522e+02
3.130202113967314043e-02 1.601611386835888914e-04 1.056634175555484312e+01 9.033313563624560061e+01
3.187829616083302092e-02 1.617314655979870588e-04 1.641326288897110786e+01 1.856609588186603332e+02
